person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,debt_to_income_ratio,age_group
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,Medium,0.30120481927710846,18-25
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,Medium,0.30120481927710846,18-25
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,High,0.1,18-25
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,High,0.15555555555555556,18-25
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,Low,0.2777777777777778,18-25
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,Low,0.14583333333333334,18-25
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,Medium,0.2958579881656805,18-25
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,Medium,0.29411764705882354,18-25
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,High,0.07777777777777778,18-25
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,High,0.06666666666666667,26-35
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,High,0.0700280112044818,18-25
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,1,0.41,N,4,Low,0.40916530278232405,18-25
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,Medium,0.28735632183908044,18-25
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,Medium,0.3333333333333333,18-25
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,Medium,0.32894736842105265,18-25
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,Medium,0.37755795514611495,18-25
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,High,0.2777777777777778,18-25
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,Low,0.41333333333333333,18-25
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,High,0.1388888888888889,26-35
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,High,0.11666666666666667,18-25
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,High,0.1111111111111111,18-25
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,High,0.05555555555555555,26-35
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,High,0.05527777777777778,18-25
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,Low,0.29833333333333334,18-25
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,Medium,0.32051282051282054,18-25
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,Medium,0.3770739064856712,18-25
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,High,0.2777777777777778,18-25
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,Medium,0.31645569620253167,18-25
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,High,0.27233115468409586,18-25
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,High,0.2717391304347826,18-25
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,High,0.2717391304347826,18-25
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,High,0.2670940170940171,18-25
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,Low,0.11666666666666667,18-25
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,Medium,0.3543586109142452,18-25
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,Medium,0.29832935560859186,18-25
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,High,0.014857142857142857,26-35
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,High,0.045714285714285714,18-25
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,High,0.10285714285714286,18-25
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,High,0.12,18-25
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,Low,0.26666666666666666,18-25
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,Low,0.30666666666666664,18-25
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,Medium,0.2840909090909091,18-25
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,Medium,0.3342245989304813,18-25
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,Medium,0.2840909090909091,18-25
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,Low,0.11666666666666667,18-25
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,Medium,0.2840909090909091,26-35
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,High,0.25,18-25
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,Low,0.24,18-25
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,High,0.244140625,18-25
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,High,0.2717391304347826,18-25
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,High,0.26881720430107525,18-25
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,High,0.02,18-25
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,High,0.04114285714285714,18-25
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,High,0.051514527096641255,18-25
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,High,0.05057471264367816,18-25
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,High,0.06896551724137931,26-35
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,High,0.15432098765432098,18-25
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,High,0.05764785232926147,26-35
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,Low,0.21166666666666667,18-25
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,High,0.2604166666666667,18-25
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,Low,0.0992063492063492,18-25
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,High,0.25534174939739346,18-25
26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0,0.23,Y,2,High,0.22727272727272727,26-35
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,Low,0.1841620626151013,18-25
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,High,0.18796992481203006,18-25
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,High,0.10495626822157435,18-25
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,High,0.05882214536128562,18-25
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,High,0.15822384243436874,18-25
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,High,0.07647058823529412,26-35
24,83300,RENT,0.0,MEDICAL,D,25000,15.31,1,0.26,N,2,Medium,0.30012004801920766,18-25
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,High,0.22727272727272727,18-25
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,Low,0.16276041666666666,18-25
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,High,0.03723008190618019,18-25
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,High,0.11764705882352941,18-25
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,High,0.24855836150328098,18-25
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,High,0.22123893805309736,18-25
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,High,0.20833333333333334,18-25
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,High,0.20833333333333334,18-25
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,High,0.20833333333333334,18-25
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,High,0.27233115468409586,18-25
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,Low,0.0641025641025641,18-25
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,High,0.23148148148148148,26-35
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,High,0.19231360964952768,26-35
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,High,0.19230769230769232,18-25
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,High,0.19230769230769232,18-25
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,High,0.11764705882352941,18-25
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,High,0.07058823529411765,26-35
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,High,0.08284023668639054,18-25
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,High,0.1437037037037037,26-35
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,High,0.11862396204033215,18-25
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,High,0.01069594980034227,18-25
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,High,0.20833333333333334,18-25
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,High,0.18754688672168043,18-25
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,Low,0.21153846153846154,18-25
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,High,0.1865671641791045,18-25
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,High,0.1865671641791045,18-25
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,Low,0.20512820512820512,18-25
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,High,0.18518518518518517,18-25
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,High,0.1842842400117942,26-35
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,High,0.1724137931034483,18-25
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,High,0.16666666666666666,18-25
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,High,0.05818181818181818,18-25
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,High,0.1568627450980392,18-25
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,High,0.12121212121212122,18-25
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,High,0.15151515151515152,18-25
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,High,0.12121212121212122,18-25
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,Low,0.375,18-25
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,Low,0.1421875,18-25
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,Low,0.125,18-25
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,High,0.16891891891891891,18-25
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,Low,0.35,18-25
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,Low,0.2262796504369538,18-25
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,Low,0.3417422641978377,18-25
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,High,0.14285714285714285,18-25
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,Low,0.12345679012345678,18-25
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,High,0.13513513513513514,18-25
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,High,0.15432098765432098,18-25
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,High,0.18633540372670807,26-35
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,High,0.21875,18-25
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,High,0.1111111111111111,18-25
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,Low,0.3048780487804878,18-25
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,Low,0.26515151515151514,18-25
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,Medium,0.5,18-25
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,Medium,0.4125,18-25
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,Medium,0.29097387173396677,18-25
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,Low,0.11904761904761904,18-25
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,High,0.266304347826087,18-25
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,High,0.21875,18-25
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,High,0.075,18-25
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,High,0.075,18-25
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,High,0.15625,26-35
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,High,0.0794912559618442,18-25
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,Medium,0.44907407407407407,18-25
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,Medium,0.388,18-25
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,7.49,1,0.23,N,3,Low,0.23214285714285715,18-25
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,Medium,0.35453216374269003,18-25
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,Medium,0.43268801855651706,26-35
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,Medium,0.3277027027027027,18-25
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,Medium,0.37049485890639083,18-25
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,Medium,0.269720158384126,18-25
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,Medium,0.3108974358974359,26-35
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,High,0.2425,18-25
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,High,0.2354368932038835,18-25
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,7.49,0,0.06,N,3,High,0.05625,18-25
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,High,0.09375,18-25
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,High,0.125,18-25
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,High,0.15625,18-25
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,13.48,0,0.09,N,4,High,0.0859375,26-35
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,High,0.0953125,18-25
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,High,0.125,18-25
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,Low,0.28273809523809523,18-25
25,111996,RENT,9.0,PERSONAL,D,24250,15.31,0,0.22,N,3,High,0.21652559019964998,18-25
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,Low,0.35714285714285715,18-25
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,High,0.2105034722222222,18-25
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,High,0.1684027777777778,18-25
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,High,0.08449477351916376,18-25
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,High,0.22361111111111112,18-25
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,Medium,0.5581395348837209,18-25
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,Medium,0.5105948429920858,18-25
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,Medium,0.5,18-25
26,48000,RENT,4.0,MEDICAL,A,24000,7.49,1,0.5,N,3,Medium,0.5,26-35
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,Medium,0.5337603416066187,18-25
25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,Medium,0.46153846153846156,18-25
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,Low,0.12966804979253113,18-25
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,Medium,0.5106382978723404,18-25
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,Low,0.05747126436781609,18-25
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,Medium,0.4897959183673469,18-25
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,Medium,0.4,26-35
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,Medium,0.4,18-25
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,Medium,0.4,18-25
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,Medium,0.4,18-25
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,Medium,0.38707180181923745,26-35
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,Medium,0.38461538461538464,18-25
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,7.49,1,0.37,N,2,Medium,0.36923076923076925,26-35
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,13.48,1,0.28,Y,3,Low,0.2801238738738739,18-25
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,Medium,0.4067796610169492,18-25
23,66000,RENT,6.0,VENTURE,A,24000,7.49,1,0.36,N,4,Medium,0.36363636363636365,18-25
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,Medium,0.4,18-25
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,Medium,0.36285018822853515,18-25
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,Medium,0.3855421686746988,18-25
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,Medium,0.34285714285714286,18-25
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,Medium,0.32432432432432434,18-25
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,Low,0.16666666666666666,18-25
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,Medium,0.32,18-25
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,Medium,0.32,18-25
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,13.48,1,0.32,N,3,Medium,0.32,18-25
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,Medium,0.34782608695652173,26-35
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,Medium,0.3076923076923077,18-25
22,18000,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,Low,0.1111111111111111,18-25
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,Medium,0.3,18-25
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,Low,0.19444444444444445,18-25
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,Low,0.2222222222222222,18-25
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,Medium,0.321285140562249,18-25
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,Medium,0.27089259108763375,26-35
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,High,0.25263157894736843,18-25
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,Medium,0.2891566265060241,18-25
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,High,0.25263157894736843,18-25
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,Low,0.2722222222222222,18-25
21,18000,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,Low,0.2777777777777778,18-25
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,High,0.24,26-35
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,High,0.21818181818181817,18-25
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,Low,0.3472222222222222,18-25
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,18.535,1,0.24,Y,2,High,0.24489795918367346,18-25
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,High,0.23105360443622922,26-35
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,High,0.2,18-25
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,High,0.2,18-25
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,High,0.2222222222222222,26-35
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,High,0.19342359767891681,18-25
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,Low,0.1388888888888889,18-25
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,High,0.18461538461538463,18-25
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,High,0.17777777777777778,18-25
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,High,0.17777777777777778,18-25
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,High,0.20915032679738563,18-25
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,High,0.16,18-25
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,High,0.17391304347826086,18-25
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,Low,0.7222222222222222,18-25
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,Low,0.3472222222222222,18-25
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,High,0.15483870967741936,26-35
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,High,0.16216216216216217,26-35
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,13.48,0,0.14,Y,2,High,0.1411764705882353,26-35
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,Low,0.1388888888888889,18-25
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,Medium,0.5461773282303627,18-25
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,High,0.19791666666666666,18-25
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,Medium,0.42912211797221617,18-25
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,Low,0.5555555555555556,18-25
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,High,0.23137254901960785,18-25
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,Medium,0.31433333333333335,18-25
22,18000,OWN,2.0,MEDICAL,C,4000,13.48,1,0.22,N,2,Low,0.2222222222222222,18-25
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,Low,0.3,18-25
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,Low,0.2222222222222222,18-25
21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,Low,0.1875,18-25
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,Medium,0.34946236559139787,18-25
22,43385,RENT,7.0,PERSONAL,C,23000,13.48,1,0.53,N,3,Medium,0.5301371441742537,18-25
25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,Medium,0.4067628749292586,18-25
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,Medium,0.38333333333333336,18-25
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,Low,0.06666666666666667,18-25
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,Medium,0.3638779901278319,18-25
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,Medium,0.35384615384615387,18-25
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,Medium,0.3382352941176471,18-25
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,Low,0.16666666666666666,18-25
25,80000,RENT,9.0,VENTURE,C,23000,13.48,0,0.29,N,2,Medium,0.2875,18-25
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,Medium,0.26136363636363635,18-25
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,Medium,0.38822525597269625,18-25
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,Medium,0.32142857142857145,18-25
